time;case;theta0;theta_dot0;u;tetha;theta_dot
0,0;0;0,19234240736264008;1,057883240494522;0;0,13845630439308035;1,0039971375249623
0,5;0;0,19234240736264008;1,057883240494522;0;0,6316607454293219;0,8488590768121307
1,0;0;0,19234240736264008;1,057883240494522;0;1,0159072884124074;0,6415432289382093
1,5;0;0,19234240736264008;1,057883240494522;0;1,3758892356971777;0,5020632004562753
2,0;0;0,19234240736264008;1,057883240494522;0;1,6580251030928608;0,3888288670599884
2,5;0;0,19234240736264008;1,057883240494522;0;1,7066690250418057;0,14352205885217212
3,0;0;0,19234240736264008;1,057883240494522;0;1,8305460497967734;0,06825255568976246
3,5;0;0,19234240736264008;1,057883240494522;0;1,7650991560726665;-0,11192106547490052
4,0;0;0,19234240736264008;1,057883240494522;0;1,7464630857538563;-0,1721597808018407
4,5;0;0,19234240736264008;1,057883240494522;0;1,595042014351893;-0,29821516872636006
5,0;0;0,19234240736264008;1,057883240494522;0;1,374889818482043;-0,4304795946446146
5,5;0;0,19234240736264008;1,057883240494522;0;1,177359485742238;-0,47948753747490847
6,0;0;0,19234240736264008;1,057883240494522;0;0,8412931676956947;-0,6076381751799127
6,5;0;0,19234240736264008;1,057883240494522;0;0,557049088821636;-0,6302387517546134
7,0;0;0,19234240736264008;1,057883240494522;0;0,2684825688059528;-0,6140510768386661
7,5;0;0,19234240736264008;1,057883240494522;0;0,050012685477491985;-0,5017080494543508
8,0;0;0,19234240736264008;1,057883240494522;0;-0,32814458060685303;-0,5449301875411352
8,5;0;0,19234240736264008;1,057883240494522;0;-0,4563309217611154;-0,3569445563313534
9,0;0;0,19234240736264008;1,057883240494522;0;-0,7180428583169589;-0,3405047298551503
9,5;0;0,19234240736264008;1,057883240494522;0;-0,7659688689106827;-0,16229792294670708
10,0;0;0,19234240736264008;1,057883240494522;0;-0,8434236317884599;-0,0724142277027765
10,5;0;0,19234240736264008;1,057883240494522;0;-0,8106812978189304;0,06613695632218604
11,0;0;0,19234240736264008;1,057883240494522;0;-0,808954052447231;0,11349212871706173
11,5;0;0,19234240736264008;1,057883240494522;0;-0,6131595692749515;0,2986323341618574
12,0;0;0,19234240736264008;1,057883240494522;0;-0,6022108438174064;0,24743030199140903
12,5;0;0,19234240736264008;1,057883240494522;0;-0,39972497886941155;0,3432526398056435
13,0;0;0,19234240736264008;1,057883240494522;0;-0,3021825577790095;0,2988215414695768
13,5;0;0,19234240736264008;1,057883240494522;0;-0,15672915656062275;0,2781202661143487
14,0;0;0,19234240736264008;1,057883240494522;0;0,11007853771223819;0,36666111511734517
14,5;0;0,19234240736264008;1,057883240494522;0;0,1847590712463535;0,26348081625433173
15,0;0;0,19234240736264008;1,057883240494522;0;0,25118117676488794;0,16396161485411873
15,5;0;0,19234240736264008;1,057883240494522;0;0,3648649127790714;0,1333017147917575
16,0;0;0,19234240736264008;1,057883240494522;0;0,4328939440388579;0,08597647868989762
16,5;0;0,19234240736264008;1,057883240494522;0;0,49445412985713616;0,06539912254808557
17,0;0;0,19234240736264008;1,057883240494522;0;0,41164605792151077;-0,0649316911113791
17,5;0;0,19234240736264008;1,057883240494522;0;0,43103618347744865;-0,058721992231848326
18,0;0;0,19234240736264008;1,057883240494522;0;0,36310059524975813;-0,10774426503009377
18,5;0;0,19234240736264008;1,057883240494522;0;0,31512654950834507;-0,10896644456391738
19,0;0;0,19234240736264008;1,057883240494522;0;0,24682230770900526;-0,10810536427777452
19,5;0;0,19234240736264008;1,057883240494522;0;0,093048287035829;-0,17658327595804824
20,0;0;0,19234240736264008;1,057883240494522;0;-0,017704146587368453;-0,19273179620525055
20,5;0;0,19234240736264008;1,057883240494522;0;-0,11608842767558177;-0,19413898039991168
21,0;0;0,19234240736264008;1,057883240494522;0;-0,08932309862180182;-0,07445469781845447
21,5;0;0,19234240736264008;1,057883240494522;0;-0,10738839124200238;-0,00958772060934894
22,0;0;0,19234240736264008;1,057883240494522;0;-0,18434182866471094;-0,01803482512007535
22,5;0;0,19234240736264008;1,057883240494522;0;-0,2695361519666362;-0,05194149272013923
23,0;0;0,19234240736264008;1,057883240494522;0;-0,22949658537220835;0,02064012444240823
23,5;0;0,19234240736264008;1,057883240494522;0;-0,17597847414654258;0,08745398704088057
24,0;0;0,19234240736264008;1,057883240494522;0;-0,17078936948480616;0,08759414729174358
24,5;0;0,19234240736264008;1,057883240494522;0;-0,07796149638779944;0,15931799425518378
25,0;0;0,19234240736264008;1,057883240494522;0;-0,18145684312435267;0,021506914198439503
25,5;0;0,19234240736264008;1,057883240494522;0;-0,03877351719123939;0,12004670662451208
26,0;0;0,19234240736264008;1,057883240494522;0;-0,0013863421357674412;0,10718907132250574
26,5;0;0,19234240736264008;1,057883240494522;0;0,04334917481476436;0,09940865879036781
27,0;0;0,19234240736264008;1,057883240494522;0;0,0703207669196309;0,07521625376579473
27,5;0;0,19234240736264008;1,057883240494522;0;0,08565376265095936;0,0440185070087132
28,0;0;0,19234240736264008;1,057883240494522;0;-0,0326732883353162;-0,11368852641633817
28,5;0;0,19234240736264008;1,057883240494522;0;0,1989176832795922;0,08746734014054229
29,0;0;0,19234240736264008;1,057883240494522;0;0,18946272823785537;0,05770446696931123
29,5;0;0,19234240736264008;1,057883240494522;0;0,12159236719962158;-0,019983243982900724
30,0;0;0,19234240736264008;1,057883240494522;0;0,16045490349886543;0,019116917850929747
30,5;0;0,19234240736264008;1,057883240494522;0;0,15110742725884482;0,019114807262394756
31,0;0;0,19234240736264008;1,057883240494522;0;0,12618381187735386;0,011218111024009866
31,5;0;0,19234240736264008;1,057883240494522;0;0,06742270052119248;-0,02467392598183088
32,0;0;0,19234240736264008;1,057883240494522;0;0,03945717569297499;-0,026002531452677256
32,5;0;0,19234240736264008;1,057883240494522;0;-0,04169191690825718;-0,07881820516814425
33,0;0;0,19234240736264008;1,057883240494522;0;0,04037112121620391;0,03128256360781911
33,5;0;0,19234240736264008;1,057883240494522;0;0,026363607882942078;0,043267507270557816
34,0;0;0,19234240736264008;1,057883240494522;0;-0,0456044721308687;-0,006282253264502614
34,5;0;0,19234240736264008;1,057883240494522;0;-0,018618536471879575;0,038387648261982016
35,0;0;0,19234240736264008;1,057883240494522;0;-0,09538932149287241;-0,02607953338532181
35,5;0;0,19234240736264008;1,057883240494522;0;-0,06535771324172045;0,010635152441322791
36,0;0;0,19234240736264008;1,057883240494522;0;-0,10653527780196939;-0,029428814011548676
36,5;0;0,19234240736264008;1,057883240494522;0;-0,051835936256916446;0,021245377651109752
37,0;0;0,19234240736264008;1,057883240494522;0;-0,027884091814683466;0,036828177476401686
37,5;0;0,19234240736264008;1,057883240494522;0;0,020385617876209346;0,07333689902903771
38,0;0;0,19234240736264008;1,057883240494522;0;0,02112910528267016;0,06001402387450766
38,5;0;0,19234240736264008;1,057883240494522;0;-0,018472023689810702;0,005160552212306959
39,0;0;0,19234240736264008;1,057883240494522;0;0,017835066087774586;0,026134852102225197
39,5;0;0,19234240736264008;1,057883240494522;0;-0,008568957100279877;-0,014693673918370884
40,0;0;0,19234240736264008;1,057883240494522;0;0,1571842673301886;0,13842350650045634
0,0;1;-1,0899403083882957;-1,3143397836447095;0;-1,1438264113578553;-1,3682258866142691
0,5;1;-1,0899403083882957;-1,3143397836447095;0;-1,735979455973247;-1,1148612978219548
1,0;1;-1,0899403083882957;-1,3143397836447095;0;-2,230208265147477;-0,9131615231762918
1,5;1;-1,0899403083882957;-1,3143397836447095;0;-2,554292196518254;-0,6901328554600771
2,0;1;-1,0899403083882957;-1,3143397836447095;0;-2,7905264060696933;-0,503604625757866
2,5;1;-1,0899403083882957;-1,3143397836447095;0;-3,1262632853565906;-0,5112904447127047
3,0;1;-1,0899403083882957;-1,3143397836447095;0;-3,2824904378166386;-0,40376072180107897
3,5;1;-1,0899403083882957;-1,3143397836447095;0;-3,548562438279833;-0,4487235218088571
4,0;1;-1,0899403083882957;-1,3143397836447095;0;-3,710321535359994;-0,4134869634297794
4,5;1;-1,0899403083882957;-1,3143397836447095;0;-3,964719473457595;-0,47611899223342563
5,0;1;-1,0899403083882957;-1,3143397836447095;0;-4,262832428551931;-0,5699492817761332
5,5;1;-1,0899403083882957;-1,3143397836447095;0;-4,525451632683734;-0,6047333751444325
6,0;1;-1,0899403083882957;-1,3143397836447095;0;-4,92518074900686;-0,7399680057825053
6,5;1;-1,0899403083882957;-1,3143397836447095;0;-5,281348038732147;-0,7854980543738495
7,0;1;-1,0899403083882957;-1,3143397836447095;0;-5,654956016749273;-0,7974089755394014
7,5;1;-1,0899403083882957;-1,3143397836447095;0;-5,971327466933942;-0,7066659722490634
8,0;1;-1,0899403083882957;-1,3143397836447095;0;-6,454129229561868;-0,758172207561392
8,5;1;-1,0899403083882957;-1,3143397836447095;0;-6,686970261220127;-0,5614744673202406
9,0;1;-1,0899403083882957;-1,3143397836447095;0;-7,046541031984665;-0,5230984015937834
9,5;1;-1,0899403083882957;-1,3143397836447095;0;-7,179461944983865;-0,3188626669814961
10,0;1;-1,0899403083882957;-1,3143397836447095;0;-7,328179706527253;-0,20035203286204023
